entity,year,value
8,2015,34.52
32,2017,41.80466
36,2015,31.3
36,2017,31.3
40,2015,27.56724
40,2016,27.61823
40,2017,28.56074
40,2018,27.66791
51,2017,28.7
56,2015,26.81302
56,2016,26.82106
56,2017,26.75452
56,2018,26.30452
68,2015,45.0696
104,2017,30.7
112,2015,26.7
116,2017,28.98
124,2015,31.6
124,2016,32.2
124,2017,31.1
152,2013,46.6842
152,2015,45.3
152,2017,45.9
156,2014,52.07818
170,2014,56.5518
170,2016,51.7
174,2014,43.04
191,2014,32.5
203,2015,25.47478
203,2016,25.45965
203,2017,24.94538
203,2018,24.27179
208,2015,26.5
208,2016,26.3
222,2013,43.10344
222,2015,40.88995
222,2017,38.53717
231,2015,32.77012
233,2015,33.77541
233,2016,31.82229
233,2017,29.93629
233,2018,29.23365
246,2015,26.228
246,2016,26.719
246,2017,26.54
246,2018,27.521
246,2019,27.54
250,2015,29.9
250,2016,29.6
250,2017,29.6
268,2013,39.48693
276,2015,29.43
276,2016,30.05
276,2017,30.06
276,2018,29.551
300,2015,34.95528
300,2016,35.43013
300,2017,34.44822
300,2018,33.13489
320,2014,46.30471
348,2015,28.81621
348,2016,29.10126
348,2017,28.64061
348,2018,29.37928
352,2015,24.34505
352,2016,25.6315
360,2017,39.3
372,2015,30.03327
372,2016,30.0109
372,2017,31.12375
372,2018,29.2758
376,2015,34.646
376,2016,33.471
376,2017,32.74
376,2018,32.954
380,2015,33.01437
380,2016,33.86192
380,2017,33.09984
380,2018,34.03235
384,2015,40.01704
392,2016,33.2
400,2017,33.45572
404,2015,33.6
410,2016,33.7
410,2017,33.8
410,2018,33.8
417,2016,21.43487
426,2017,44.56504
428,2015,33.9021
428,2016,33.76925
428,2017,33.29184
428,2018,34.21894
440,2015,37.37979
440,2016,36.70274
440,2017,37.23003
440,2018,36.24478
442,2016,30.80554
442,2017,30.82405
442,2018,32.95866
466,2014,48.6
484,2014,49.43272
496,2016,36.26
498,2017,30.49253
499,2015,25.27537
516,2015,57.62
528,2015,29.2
528,2016,28.9
562,2014,32.7
578,2015,28.258
578,2016,27.208
578,2017,27.254
578,2018,27.3
591,2016,53.39104
600,2014,51.26464
608,2015,61.0
616,2015,30.11789
616,2016,29.4686
616,2017,29.09516
616,2018,28.11938
620,2015,33.99588
620,2016,33.39329
620,2017,32.82644
620,2018,31.36187
642,2016,33.41276
643,2014,33.36494
703,2015,24.39268
703,2016,25.03623
703,2017,23.71475
703,2018,21.47267
705,2015,25.0835
705,2016,24.83336
705,2017,24.31692
705,2018,24.07588
710,2014,63.83202
724,2015,34.90139
724,2016,34.9558
724,2017,34.27174
724,2018,33.58336
748,2016,50.90651
752,2015,26.854
752,2016,27.289
752,2017,27.264
752,2018,26.615
756,2015,28.66656
756,2016,28.68252
756,2017,29.24138
756,2018,28.97466
762,2015,33.93255
768,2015,37.68241
792,2013,43.03503
792,2016,41.89374
800,2016,41.861
804,2016,24.1
818,2015,30.7
826,2015,36.0173
826,2016,34.8
826,2017,35.4
826,2018,36.1
840,2015,38.88524
840,2016,38.43722
840,2017,38.45918
840,2018,38.33
854,2014,35.3
862,2013,38.78
894,2015,54.59017
