entity,year,value
124,2000,15813000.0
124,2001,17218000.0
124,2002,21665000.0
124,2003,21269000.0
124,2004,22657000.0
124,2005,17430000.0
124,2006,22766000.0
124,2007,32071000.0
124,2008,35387000.0
124,2009,41477000.0
124,2010,43223000.0
124,2011,46892000.0
124,2012,49582000.0
124,2013,51108000.0
124,2014,51799000.0
124,2015,53016000.0
124,2016,55969539.0
124,2017,58923079.0
233,2000,13083000.0
233,2001,13007000.0
233,2002,13103000.0
233,2003,15994000.0
233,2004,15179000.0
233,2005,14767000.0
233,2006,14086000.0
233,2007,16539000.0
233,2008,16148000.0
233,2009,14962000.0
233,2010,17933000.0
233,2011,18734000.0
233,2012,18796000.0
233,2013,20511000.0
233,2014,20995000.0
233,2015,19616000.0
233,2016,20229654.0
233,2017,20843307.0
376,2000,390000.0
376,2001,415000.0
376,2002,458000.0
376,2003,437000.0
376,2004,439000.0
376,2005,429000.0
376,2006,452000.0
376,2007,429000.0
376,2008,427000.0
376,2009,444000.0
376,2010,432000.0
376,2011,416000.0
376,2012,423000.0
376,2013,421000.0
376,2014,396000.0
376,2015,400000.0
376,2016,397554.0
376,2017,395107.0
