entity,year,value
4,2011,1.40512
4,2015,6.25281
8,2009,25.0962
8,2017,77.55687
12,2013,36.85374
24,2015,6.22474
31,2006,68.17051
50,2006,3.19679
50,2011,8.98905
50,2014,11.20005
51,2006,34.78353
51,2011,100.0
51,2016,54.91648
64,2010,11.19818
68,2000,11.18
68,2001,8.38
68,2002,15.74
68,2003,41.56778
68,2004,23.28
68,2008,37.94035
68,2011,50.64
68,2012,39.61
68,2013,40.31
68,2014,35.29
68,2015,35.23
68,2016,53.31
68,2017,52.75
70,2012,91.89303
76,2001,11.76
76,2002,15.77
76,2003,17.74
76,2004,20.57
76,2005,24.52
76,2006,28.94
76,2007,27.26
76,2008,29.2
76,2009,49.19
76,2011,46.97
76,2012,49.8
76,2013,48.3
76,2014,57.77
76,2015,54.2
76,2016,52.62
76,2017,53.97
76,2018,53.0
84,2016,49.39123
104,2016,11.18565
108,2017,4.43193
116,2005,2.07998
116,2010,5.83836
116,2014,10.18602
120,2004,1.38277
120,2011,2.73217
120,2014,2.44337
144,2006,26.962
152,2000,41.43
152,2003,50.86
152,2006,60.22
152,2009,70.13
152,2011,67.2
152,2013,78.5
152,2015,85.19
152,2017,88.98
170,2002,23.33
170,2003,28.09
170,2004,26.62
170,2005,58.23617
170,2008,30.44
170,2009,28.65
170,2011,34.29
170,2012,41.06
170,2013,41.35
170,2014,40.61
170,2016,44.07
170,2017,59.07
170,2018,54.12
174,2012,26.85764
178,2012,7.41558
178,2015,6.27262
180,2007,7.12426
180,2010,2.77428
180,2013,5.09379
188,2000,15.49
188,2001,18.32
188,2002,21.59
188,2003,23.27
188,2004,22.65
188,2005,31.36
188,2006,18.5
188,2007,26.68
188,2008,23.08
188,2009,36.83
188,2010,34.73
188,2011,56.62688
188,2012,47.67
188,2013,51.18
188,2014,42.4
188,2015,50.51
188,2016,61.46
188,2017,69.69
188,2018,63.55
204,2006,0.35364
204,2011,1.41641
204,2014,0.29597
204,2018,1.63511
214,2000,21.84
214,2001,28.03
214,2002,13.81
214,2003,17.88
214,2004,26.5
214,2005,40.53
214,2006,45.27
214,2007,49.59957
214,2008,40.21
214,2009,42.75
214,2010,42.9
214,2011,49.67
214,2012,66.54
214,2013,74.83592
214,2014,64.39572
214,2015,48.42
214,2016,59.73
218,2001,21.24
218,2003,14.9
218,2005,25.9
218,2006,19.88
218,2007,18.64
218,2008,31.76
218,2009,39.73
218,2010,38.59
218,2011,42.81
218,2012,42.51
218,2013,49.66
218,2014,42.32
218,2015,44.5
218,2016,50.69
218,2017,61.28
218,2018,53.31
222,2000,8.56
222,2001,9.02
222,2002,13.57
222,2003,9.89
222,2004,12.13
222,2005,16.94
222,2006,19.17
222,2009,16.21
222,2010,24.56
222,2012,36.6
222,2013,28.05
222,2014,35.6
222,2015,31.34
222,2016,37.91
222,2017,40.33
222,2018,40.68
231,2005,0.57286
231,2011,0.64056
231,2016,5.47888
266,2012,15.01417
270,2006,7.12813
270,2010,7.53049
270,2013,6.90594
275,2014,65.0257
288,2009,12.36955
288,2015,38.03331
320,2006,5.03
320,2014,11.81
320,2015,22.74515
324,2016,4.58679
328,2006,41.59658
328,2009,67.67372
328,2014,63.75771
332,2005,2.5296
332,2012,4.74248
332,2017,9.22182
340,2001,3.21
340,2004,2.31
340,2005,10.0
340,2009,12.64
340,2010,15.87
340,2011,36.21643
340,2012,17.65
340,2013,31.11
340,2014,22.58
340,2015,19.83
340,2016,26.23
340,2018,6.61
356,2006,8.00017
356,2016,34.66533
360,2003,25.94843
360,2008,43.57436
360,2017,56.97611
368,2011,5.44432
384,2012,3.19382
384,2016,2.47184
388,2011,82.43951
398,2006,94.16206
398,2011,98.22575
398,2015,97.16385
400,2007,64.28003
404,2003,12.03638
404,2008,21.12228
404,2014,29.82922
417,2006,70.14783
417,2012,79.95663
417,2014,76.49216
418,2006,3.52202
418,2012,6.51205
418,2017,20.22999
426,2005,13.46424
426,2009,15.18207
426,2014,5.07213
430,2007,0.98409
430,2013,2.16422
450,2009,0.20137
454,2004,1.48413
454,2010,3.72117
454,2016,6.84484
462,2008,7.27932
462,2017,39.02975
466,2006,0.60694
466,2015,1.87633
478,2007,0.09201
478,2011,3.35952
478,2015,18.02417
484,2000,2.12
484,2002,10.71
484,2004,4.79
484,2006,38.18
484,2008,20.5
484,2010,25.5
484,2012,30.86
484,2014,28.99
484,2016,45.21271
484,2018,42.98
496,2006,71.47357
496,2014,59.04259
498,2005,57.87582
498,2012,60.89045
504,2004,4.15468
508,2008,0.49764
516,2007,9.96669
516,2013,23.91738
524,2007,0.07502
548,2007,3.9903
558,2001,4.42
558,2005,21.46
558,2009,15.96
558,2014,41.75
566,2003,13.08708
566,2007,20.53573
566,2008,29.71849
566,2011,34.58635
566,2013,28.63253
566,2016,39.46639
586,2007,4.53734
586,2012,8.82202
586,2018,11.45515
591,2000,35.72
591,2001,21.03
591,2002,15.06
591,2003,21.67
591,2004,23.36
591,2005,29.52
591,2006,34.58
591,2007,40.04
591,2008,33.26
591,2009,28.76
591,2011,29.28
591,2013,41.17
591,2014,43.21
591,2015,50.06
591,2016,42.18
591,2017,53.34
591,2018,59.11
600,2001,9.66
600,2003,17.06
600,2004,11.42
600,2005,17.35
600,2006,43.28
600,2007,26.5
600,2008,30.8
600,2009,36.91
600,2010,25.59
600,2011,16.89
600,2012,36.71
600,2013,26.04
600,2015,37.02
600,2016,57.82123
600,2017,40.13
600,2018,50.38
604,2000,29.2
604,2001,27.46
604,2002,24.26
604,2003,22.14
604,2004,27.36
604,2005,29.81
604,2006,33.63
604,2007,37.36
604,2008,42.72
604,2009,41.9
604,2010,45.67
604,2011,55.0
604,2012,50.96
604,2013,59.84
604,2014,55.76
604,2015,62.49
604,2016,57.71
604,2017,66.99
604,2018,76.1
608,2004,78.7253
608,2018,89.40676
624,2014,0.48611
626,2009,41.31434
626,2016,39.31139
646,2005,0.97966
646,2010,2.32277
646,2015,8.89874
678,2009,1.82327
678,2014,13.26185
686,2011,1.5069
686,2016,4.69215
686,2017,3.01656
688,2011,54.11668
688,2014,84.60828
694,2013,3.36501
694,2017,3.51441
704,2011,44.80123
704,2014,59.19884
710,2016,58.74919
716,2005,0.4025
716,2010,3.57237
716,2015,1.23229
728,2010,0.96517
729,2014,17.14907
740,2010,36.31862
748,2006,19.06231
748,2010,22.06475
748,2014,34.74826
760,2006,34.11765
762,2006,43.54773
762,2012,43.09972
762,2017,62.10385
764,2013,52.67401
764,2016,65.86784
788,2012,34.91727
792,2004,18.33746
792,2014,51.25346
795,2016,99.28402
800,2006,4.38696
800,2011,2.39696
800,2016,6.29772
804,2007,82.2668
804,2013,100.0
807,2011,77.55411
818,2005,18.43949
818,2009,22.81631
818,2014,32.3523
834,2004,0.82757
834,2015,1.70192
858,2008,22.81
858,2009,30.1
858,2010,20.29
858,2016,43.72
858,2018,67.32
860,2006,78.62319
887,2006,20.39722
887,2013,19.08429
894,2001,2.32902
894,2007,5.02533
894,2013,14.77096
