entity,year,value
1,2018,17.539
4,2001,1.899
4,2006,1.596
4,2007,1.743
4,2008,1.744
4,2009,2.126
4,2010,2.365
4,2011,2.518
4,2012,2.414
4,2013,2.846
4,2014,2.983
4,2015,2.85
4,2016,2.782
8,2000,13.821
8,2001,13.1
8,2002,11.695
8,2003,11.863
8,2004,11.913
8,2006,11.838
8,2007,11.951
8,2009,12.297
8,2010,12.347
8,2011,12.217
8,2012,12.683
8,2013,12.773
8,2016,12.164
8,2018,21.584
8,2019,16.471
9,2018,27.443
12,2002,11.103
12,2005,10.242
12,2007,11.958
12,2016,18.325
12,2018,17.193
15,2018,8.98
20,2000,25.688
20,2001,26.003
20,2002,29.0
20,2003,33.333
20,2004,31.324
20,2005,32.319
20,2006,30.123
20,2007,30.109
20,2009,31.479
20,2015,33.333
21,2018,25.871
24,2004,0.621
24,2009,1.313
24,2017,2.146
28,2007,17.143
28,2008,5.269
28,2017,27.673
30,2018,20.622
31,2000,35.743
31,2001,35.48
31,2002,35.618
31,2003,35.505
31,2004,35.568
31,2005,35.819
31,2006,35.649
31,2007,37.124
31,2008,36.844
31,2009,36.751
31,2010,36.629
31,2011,34.376
31,2012,34.901
31,2013,34.558
31,2014,34.46
32,2001,32.481
32,2004,31.857
32,2013,39.385
32,2015,39.9
32,2016,40.013
32,2017,39.901
34,2018,9.415
35,2018,6.693
36,2000,24.944
36,2001,25.732
36,2002,25.717
36,2003,26.406
36,2004,27.146
36,2005,27.794
36,2006,28.338
36,2007,29.954
36,2008,30.056
36,2009,31.085
36,2010,33.429
36,2011,32.878
36,2012,32.858
36,2013,33.53
36,2014,34.314
36,2015,34.886
36,2016,35.672
36,2017,36.778
36,2018,37.595
40,2000,38.492
40,2001,39.616
40,2002,40.337
40,2003,41.173
40,2004,42.095
40,2005,43.355
40,2006,44.684
40,2007,45.528
40,2008,46.169
40,2009,47.06
40,2010,48.016
40,2011,48.398
40,2012,48.859
40,2013,49.744
40,2014,50.359
40,2015,51.035
40,2016,51.234
40,2017,51.697
40,2018,52.114
44,2008,27.553
44,2011,23.081
44,2017,19.387
48,2000,10.202
48,2001,10.636
48,2002,10.774
48,2003,10.479
48,2004,9.677
48,2005,10.436
48,2006,10.142
48,2007,10.155
48,2008,9.896
48,2009,9.695
48,2010,9.493
48,2011,9.451
48,2012,9.57
48,2013,9.536
48,2014,9.573
48,2015,9.257
50,2001,2.498
50,2003,2.714
50,2004,2.809
50,2005,3.084
50,2006,3.167
50,2007,3.293
50,2008,3.42
50,2009,3.544
