entity,year,value
4,2015,0.69466
8,2009,1.09842
8,2017,1.11391
12,2013,0.86522
24,2015,1.67766
31,2006,1.21097
50,2006,1.07442
50,2011,0.79757
50,2014,0.67791
51,2006,1.50413
51,2011,1.11855
51,2016,0.76949
52,2012,1.10051
68,2000,0.12889
68,2001,0.2476
68,2002,0.09118
68,2003,0.69266
68,2004,0.71658
68,2005,0.62204
68,2006,0.10596
68,2007,0.42246
68,2008,0.8364
68,2009,0.44552
68,2011,0.50788
68,2012,0.42789
68,2013,0.38674
68,2014,0.46692
68,2015,0.40597
68,2016,0.50458
68,2017,0.59021
68,2018,0.71738
76,2001,0.27727
76,2002,0.2301
76,2003,0.24927
76,2004,0.29569
76,2005,0.35006
76,2006,0.36399
76,2007,0.39162
76,2008,0.38911
76,2009,0.4336
76,2011,0.56475
76,2012,0.62904
76,2013,0.64049
76,2014,0.62089
76,2015,0.71192
76,2016,0.62945
76,2017,0.65053
76,2018,0.67918
84,2016,0.93662
104,2016,2.0
112,2012,1.0124
116,2005,1.92152
116,2010,2.0
116,2014,0.72955
120,2004,1.0
120,2006,2.0
120,2011,2.0
120,2014,2.0
140,2006,1.0
140,2010,0.1655
144,2006,0.82382
152,2000,0.49676
152,2003,0.586
152,2006,0.76204
152,2009,0.86043
152,2011,0.88668
152,2013,0.81516
152,2015,0.95516
152,2017,0.91261
170,2002,0.35512
170,2003,0.34125
170,2004,0.34733
170,2005,0.76465
170,2008,0.39465
170,2009,0.37155
170,2010,1.19764
170,2011,0.5069
170,2012,0.50745
170,2013,0.49217
170,2014,0.53367
170,2015,1.06082
170,2016,0.52463
170,2017,0.5367
170,2018,0.57364
174,2012,0.68055
178,2005,1.10853
178,2012,0.11418
178,2015,1.12266
180,2007,1.79446
180,2010,1.75323
180,2013,1.82249
188,2000,0.33579
188,2001,0.27396
188,2002,0.34497
188,2003,0.51797
188,2004,0.49815
188,2005,0.41728
188,2006,0.46267
188,2007,0.53085
188,2008,0.60567
188,2009,0.44755
188,2010,0.82732
188,2011,0.87778
188,2012,0.89213
188,2013,0.58319
188,2014,0.72009
188,2015,0.83277
188,2016,0.68086
188,2017,0.88639
188,2018,0.844
204,2006,1.37417
204,2011,0.92916
204,2014,2.0
204,2018,1.36274
214,2000,0.54813
214,2001,0.45561
214,2002,0.63636
214,2003,0.73976
214,2004,0.50949
214,2005,0.60062
214,2006,0.45384
214,2007,1.17808
214,2008,0.6013
214,2009,0.51229
214,2010,0.66966
214,2011,0.59316
214,2012,0.61995
214,2013,1.07291
214,2014,1.07187
214,2015,0.92045
214,2016,0.80111
214,2017,0.66467
214,2018,0.78316
218,2001,0.42717
218,2003,0.28996
218,2005,0.37258
218,2006,0.41143
218,2007,0.27565
218,2008,0.47572
218,2009,0.57251
218,2010,0.515
218,2011,0.56174
218,2012,0.77584
218,2013,0.58852
218,2014,0.66952
218,2015,0.65807
218,2016,0.6884
218,2017,0.65505
218,2018,0.72614
222,2000,0.243
222,2001,0.22182
222,2002,0.26647
222,2003,0.23496
222,2004,0.2345
222,2005,0.20456
222,2006,0.34265
222,2009,0.26801
222,2010,0.40997
222,2012,0.54024
222,2013,0.45168
222,2014,0.44241
222,2015,0.42572
222,2016,0.37883
222,2017,0.41745
222,2018,0.42128
266,2012,0.19555
