entity,year,value
4,2000,19.97863
4,2005,0.19765
4,2010,0.19765
4,2011,0.19765
4,2012,1.54756
4,2013,1.54756
4,2014,1.5476
4,2015,1.5476
4,2016,1.54757
4,2017,1.27487
4,2018,1.54756
12,2000,1.69506
12,2005,1.68626
12,2010,2.37684
12,2011,2.37683
12,2012,2.37613
12,2013,2.37614
12,2014,2.37613
12,2015,2.37613
12,2016,2.37614
12,2017,2.27206
12,2018,2.37621
31,2000,1.37112
31,2005,1.4846
31,2010,1.4846
31,2011,1.4846
31,2012,2.03553
31,2013,2.03553
31,2014,2.03553
31,2015,2.03553
31,2016,2.03553
31,2017,1.81901
31,2018,2.03553
32,2000,1.45991
32,2005,1.43964
32,2010,2.27684
32,2011,2.27599
32,2012,2.27892
32,2013,2.27894
32,2014,2.27892
32,2015,2.27892
32,2016,2.27895
32,2017,2.26946
32,2018,2.27902
52,2000,1.68091
52,2005,1.67222
52,2010,2.83561
52,2011,2.8356
52,2012,2.83442
52,2013,2.83444
52,2014,2.83443
52,2015,2.83444
52,2016,2.83444
52,2017,2.83444
52,2018,2.83455
72,2000,0.58567
72,2005,0.62412
72,2010,0.56224
72,2011,0.55167
72,2012,0.48922
72,2013,0.48922
72,2014,0.48921
72,2015,0.48921
72,2016,0.48921
72,2017,0.48921
72,2018,0.48919
76,2000,1.50907
76,2005,1.50042
76,2010,2.03764
76,2011,2.0322
76,2012,2.04771
76,2013,2.04772
76,2014,2.04772
76,2015,2.04772
76,2016,2.04774
76,2017,1.97342
76,2018,2.04778
84,2000,2.55156
84,2005,2.54261
84,2010,2.54262
84,2011,2.54262
84,2012,2.54262
84,2013,2.54262
84,2014,2.5426
84,2015,2.5426
84,2016,2.54261
84,2017,2.09143
84,2018,2.54262
116,2000,2.29625
116,2005,2.29768
116,2010,2.2976
116,2011,2.2976
116,2012,2.2976
116,2013,2.2976
116,2014,2.29765
116,2015,2.29765
116,2016,2.29761
116,2017,1.80788
116,2018,2.29758
120,2000,2.44382
120,2005,2.44382
120,2010,2.44381
120,2011,2.44381
120,2012,2.44381
120,2013,2.44381
120,2014,2.44387
120,2015,2.44387
120,2016,2.44383
120,2017,1.91745
120,2018,2.4438
148,2000,2.55156
148,2005,2.54261
148,2010,2.54262
148,2011,2.54262
148,2012,2.54262
148,2013,2.54262
148,2014,2.5426
148,2015,2.5426
148,2016,2.54261
148,2017,2.09143
148,2018,2.54262
152,2000,1.71645
152,2005,0.91113
152,2010,0.91209
152,2011,0.91209
152,2012,0.89353
152,2013,0.89353
152,2014,0.89354
152,2015,0.89354
152,2016,0.89354
152,2017,0.72746
152,2018,0.89354
156,2000,2.4736
156,2005,2.46964
156,2010,2.47949
156,2011,2.4792
156,2012,2.5067
156,2013,2.5067
156,2014,2.50667
156,2015,2.50667
156,2016,2.50669
156,2017,2.12892
156,2018,2.50668
170,2000,0.96027
170,2005,0.96018
170,2010,0.96711
170,2011,0.94798
170,2012,0.94798
170,2013,0.94798
170,2014,0.94802
170,2015,0.94802
170,2016,0.94807
170,2017,0.90288
170,2018,0.94801
178,2000,0.59305
178,2005,0.5841
178,2010,0.5841
178,2011,0.5841
178,2012,0.5841
178,2013,0.5841
178,2014,0.58411
178,2015,0.58411
178,2016,0.5841
178,2017,0.5841
178,2018,0.5841
184,2000,0.95253
184,2005,0.94365
184,2010,1.30939
184,2011,1.30938
184,2012,1.30901
184,2013,1.30902
184,2014,1.309
184,2015,1.309
184,2016,1.30899
184,2017,1.30899
184,2018,1.30905
188,2000,1.43113
188,2005,1.33871
188,2010,1.33995
188,2011,1.32852
188,2012,1.32852
188,2013,1.32852
188,2014,1.32852
188,2015,1.32852
188,2016,1.32858
188,2017,1.28224
188,2018,1.32853
199,2000,2.28537
199,2005,1.96911
199,2010,1.96907
199,2011,1.96907
199,2012,1.99401
199,2013,1.99401
199,2014,1.99406
199,2015,1.99406
199,2016,1.99402
199,2017,1.59034
199,2018,1.99401
212,2000,1.14516
212,2005,1.6972
212,2010,1.69776
212,2011,1.69275
212,2012,1.91313
212,2013,1.91313
212,2014,1.91314
212,2015,1.91314
212,2016,1.91314
212,2017,1.66311
212,2018,1.91313
214,2000,0.45558
214,2005,1.45924
214,2010,1.45926
214,2011,1.45926
214,2012,1.45926
214,2013,1.45927
214,2014,1.45921
214,2015,1.45921
214,2016,1.45927
214,2017,1.2393
214,2018,1.45926
218,2000,1.30493
218,2005,0.90323
218,2010,0.90323
218,2011,0.90323
218,2012,0.90323
218,2013,0.90323
218,2014,0.90326
218,2015,0.90326
218,2016,0.90328
218,2017,0.78825
218,2018,0.90326
222,2000,1.4536
222,2005,0.612
222,2010,0.612
222,2011,0.612
222,2012,0.57435
222,2013,0.57435
222,2014,0.57438
222,2015,0.57438
222,2016,0.57443
222,2017,0.51058
222,2018,0.5744
238,2000,0.61857
238,2005,0.67823
238,2010,0.67824
238,2011,0.67824
238,2012,0.67824
238,2013,0.67824
238,2014,0.67822
238,2015,0.67822
238,2016,0.67822
238,2017,0.60058
238,2018,0.67823
262,2000,2.50366
262,2005,2.49471
262,2010,2.4947
262,2011,2.4947
262,2012,2.4947
262,2013,2.4947
262,2014,2.49466
262,2015,2.49466
262,2016,2.49472
262,2017,2.41952
262,2018,2.4947
268,2000,1.14658
268,2005,1.06449
268,2010,1.06449
268,2011,1.06449
268,2012,1.4436
268,2013,1.4436
268,2014,1.44358
268,2015,1.44358
268,2016,1.44361
268,2017,1.29975
268,2018,1.4436
288,2000,2.44382
288,2005,2.44382
288,2010,2.44381
288,2011,2.44381
288,2012,2.44381
288,2013,2.44381
288,2014,2.44387
288,2015,2.44387
288,2016,2.44383
288,2017,1.91745
288,2018,2.4438
320,2000,1.06176
320,2005,0.81044
320,2010,0.81274
320,2011,0.79167
320,2012,0.58613
320,2013,0.58613
320,2014,0.58616
320,2015,0.58616
320,2016,0.5862
320,2017,0.5862
320,2018,0.58615
344,2000,2.19576
344,2005,2.39121
344,2010,2.39555
344,2011,2.39552
344,2012,2.43912
344,2013,2.43913
344,2014,2.4391
344,2015,2.4391
344,2016,2.43911
344,2017,2.04827
344,2018,2.43911
356,2000,2.29448
356,2005,2.18881
356,2010,2.18904
356,2011,2.18899
356,2012,2.23319
356,2013,2.23319
356,2014,2.23323
356,2015,2.23323
356,2016,2.23321
