entity,year,value
1,2021,56.0
2,2021,11.0
4,2021,1.0
5,2021,4.0
8,2021,1.0
11,2021,4.0
13,2021,4.0
14,2021,4.0
15,2021,1.0
17,2021,2.0
19,2021,9.0
20,2021,1.0
29,2021,1.0
30,2021,1.0
31,2021,1.0
32,2021,2.0
34,2021,6.0
35,2021,6.0
39,2021,8.0
40,2021,1.0
50,2021,1.0
56,2021,1.0
62,2021,6.0
116,2021,1.0
132,2021,1.0
135,2021,4.0
140,2021,1.0
142,2021,16.0
143,2021,3.0
145,2021,6.0
150,2021,20.0
151,2021,4.0
154,2021,3.0
155,2021,5.0
188,2021,1.0
192,2021,1.0
199,2021,11.0
202,2021,10.0
203,2021,1.0
208,2021,1.0
222,2021,1.0
231,2021,1.0
250,2021,1.0
276,2021,1.0
300,2021,1.0
348,2021,1.0
384,2021,1.0
398,2021,1.0
400,2021,1.0
410,2021,1.0
417,2021,1.0
419,2021,18.0
422,2021,1.0
432,2021,11.0
450,2021,1.0
485,2021,5.0
492,2021,1.0
499,2021,1.0
504,2021,1.0
508,2021,1.0
513,2021,20.0
514,2021,20.0
515,2021,36.0
518,2021,1.0
524,2021,1.0
558,2021,1.0
566,2021,1.0
591,2021,1.0
600,2021,1.0
604,2021,1.0
620,2021,1.0
626,2021,1.0
642,2021,1.0
643,2021,1.0
678,2021,1.0
682,2021,1.0
688,2021,1.0
705,2021,1.0
716,2021,1.0
722,2021,4.0
724,2021,1.0
738,2021,10.0
746,2021,1.0
747,2021,7.0
752,2021,1.0
753,2021,4.0
760,2021,1.0
764,2021,1.0
792,2021,1.0
826,2021,1.0
854,2021,1.0
860,2021,1.0
