entity,year,value
4,2011,0.17855
4,2015,0.37551
8,2009,0.5561
8,2017,0.97554
12,2013,0.74724
24,2015,0.13083
31,2006,0.93344
50,2006,0.79599
50,2011,0.84506
50,2014,0.95554
51,2006,0.9054
51,2011,0.99936
51,2016,0.98316
52,2012,1.0325
64,2010,0.437
68,2000,0.43017
68,2001,0.5223
68,2002,0.55418
68,2003,0.60632
68,2004,0.76172
68,2005,0.75759
68,2006,0.84773
68,2007,0.83052
68,2008,0.7395
68,2009,0.89401
68,2011,0.78976
68,2012,0.87274
68,2013,0.81431
68,2014,0.7939
68,2015,0.88241
68,2016,0.83761
68,2017,0.90537
68,2018,0.84989
70,2012,0.98805
76,2001,0.603
76,2002,0.62108
76,2003,0.68037
76,2004,0.66655
76,2005,0.7145
76,2006,0.74413
76,2007,0.79808
76,2008,0.82176
76,2009,0.84457
76,2011,0.85988
76,2012,0.9009
76,2013,0.91396
76,2014,0.90081
76,2015,0.89795
76,2016,0.88266
76,2017,0.88731
76,2018,0.91403
84,2016,0.65962
104,2016,0.47417
108,2000,0.14517
108,2010,0.13735
108,2017,0.35639
112,2012,1.00195
116,2005,0.50771
116,2008,0.53671
116,2010,0.54663
116,2014,0.51928
120,2004,0.16753
120,2005,0.28802
120,2006,0.13768
120,2011,0.23045
120,2014,0.2937
140,2006,0.06585
140,2010,0.04475
144,2006,1.02502
148,2004,0.00737
148,2014,0.10401
152,2000,0.87472
152,2002,0.8805
152,2003,0.92773
152,2006,0.97509
152,2009,0.98842
152,2011,0.99261
152,2013,1.00042
152,2015,0.99687
152,2017,1.00041
170,2002,0.55835
170,2003,0.52022
170,2004,0.51349
170,2005,0.53756
170,2008,0.57113
170,2009,0.58739
170,2010,0.71769
170,2011,0.65501
170,2012,0.68661
170,2013,0.69202
170,2014,0.74047
170,2015,0.7141
170,2016,0.75633
170,2017,0.7811
170,2018,0.77039
174,2012,0.62568
178,2005,0.22305
178,2012,0.24555
178,2015,0.26882
180,2007,0.21332
180,2010,0.28921
180,2013,0.40368
188,2000,0.55933
188,2001,0.58327
188,2002,0.67059
188,2003,0.73578
188,2004,0.62077
188,2005,0.65571
188,2006,0.75489
188,2007,0.73537
188,2008,0.76289
188,2009,0.79426
188,2010,0.82625
188,2011,0.76083
188,2012,0.87143
188,2013,0.88972
188,2014,0.83871
188,2015,0.89087
188,2016,0.89151
188,2017,0.97296
188,2018,0.91364
192,2014,1.01485
204,2006,0.17549
204,2011,0.25756
204,2014,0.25219
204,2018,0.32314
214,2000,0.69791
214,2001,0.66484
214,2002,0.77867
214,2003,0.82764
214,2004,0.87254
214,2005,0.85461
214,2006,0.95699
214,2007,0.85866
214,2008,0.87116
214,2009,0.92731
214,2010,0.96675
