entity,year,value
5,2007,287168.87474
5,2008,2417841.66527
5,2009,3559817.10053
5,2010,1185839.72168
5,2011,529165.70282
5,2012,2138374.24088
5,2013,2468281.55518
5,2014,3128142.8833
5,2015,3118830.26123
12,2003,5500.0
12,2014,481680.99976
12,2015,518216.00342
15,2003,3108729.98047
15,2009,1976000.0
15,2010,2504000.0
15,2012,1995000.0
15,2014,1048477.02026
15,2015,1099927.49023
18,2005,260566.00952
18,2006,520843.62793
48,2019,355690.46021
50,2005,401440.00244
50,2009,567500.0
50,2014,726260.00977
60,2010,1580.00004
60,2011,1600.00002
60,2012,1600.00002
60,2013,1600.00002
60,2014,1600.00002
60,2015,1600.00002
60,2016,1600.00002
60,2017,1000.0
61,2012,5383.99983
61,2013,6337.99982
61,2014,7291.99982
64,2012,7507.74145
64,2017,6199.20015
72,2013,1082.99899
72,2015,999.00001
72,2017,1508.08096
76,2004,220706.69556
76,2005,320501.31226
76,2006,206540.49683
76,2007,273076.59912
76,2008,2400817.38281
76,2009,3535822.99805
76,2010,1185839.72168
76,2011,486543.70117
76,2012,518325.31738
76,2013,775562.80518
76,2014,937283.02002
76,2015,1023469.90967
100,2000,775000.0
100,2001,770000.0
100,2002,770000.0
100,2003,774000.0
100,2004,793000.0
100,2005,822000.0
100,2006,839000.0
100,2007,858000.0
100,2008,871000.0
100,2009,887000.0
100,2010,1003000.0
100,2011,895000.0
100,2012,749000.0
100,2013,787000.0
100,2014,677000.0
100,2015,573000.0
100,2016,654000.0
112,2006,31700.00076
112,2007,39400.00153
112,2008,172899.9939
112,2009,288200.01221
112,2010,338700.01221
112,2011,354500.0
112,2012,381600.0061
112,2013,454100.0061
112,2014,551799.98779
112,2015,592799.98779
112,2016,599500.0
112,2017,653799.98779
120,2006,26871.00029
120,2007,40180.99976
120,2008,19858.99925
120,2009,26513.99994
152,2007,14092.27562
152,2008,17024.28246
152,2009,23994.10248
170,2012,1570971.92383
170,2013,1692718.75
170,2014,2190859.86328
170,2015,2095360.35156
170,2016,1902749.14551
191,2007,39000.0
191,2008,35000.0
191,2009,28000.0
191,2010,53000.0
191,2011,123000.0
191,2012,220000.0
191,2013,228000.0
191,2014,236000.0
191,2015,270000.0
191,2016,322000.0
192,2002,273399.9939
192,2003,234899.9939
192,2004,258000.0
192,2005,212000.0
192,2006,297700.01221
192,2007,311200.01221
192,2008,338100.0061
192,2009,208000.0
192,2010,203559.99756
192,2011,198899.9939
192,2012,197800.00305
192,2013,189500.0
192,2014,176699.99695
192,2015,177199.99695
192,2016,364399.9939
192,2017,323500.0
218,2011,42622.00165
218,2012,49076.99966
258,2012,5383.99983
258,2013,6337.99982
258,2014,7291.99982
275,2001,11000.0
275,2002,11000.0
275,2003,12000.0
275,2004,12000.0
275,2005,12000.0
275,2006,13000.0
275,2007,13000.0
275,2008,13000.0
275,2009,14000.0
275,2010,14000.0
275,2011,15000.0
275,2012,15000.0
275,2013,15600.00038
275,2014,16000.0
275,2015,16500.0
288,2000,33133.96072
288,2001,34595.7222
288,2002,54168.396
288,2003,55630.93948
288,2004,58054.47388
288,2005,68139.36615
288,2006,71072.55554
288,2007,77483.29926
288,2008,84188.4079
288,2009,90014.70947
288,2010,99392.19666
288,2011,169794.99817
288,2012,174039.87122
288,2013,178390.86914
288,2014,182850.64697
288,2015,195751.77002
288,2016,200645.56885
288,2017,205661.69739
312,2004,705.99997
312,2005,352.99999
312,2007,5000.0
312,2008,10000.0
312,2009,14010.99968
312,2010,18020.99991
312,2011,19940.99999
312,2012,21860.00061
312,2013,17238.00087
312,2014,12614.99977
320,2001,12600.00038
320,2002,11899.99962
320,2003,10800.00019
320,2004,13800.00019
320,2005,13199.99981
320,2006,15399.99962
344,2000,1758000.0
344,2001,1938000.0
344,2002,1959000.0
344,2003,2377000.0
344,2004,2305000.0
344,2005,2594000.0
344,2006,2841000.0
344,2007,2811000.0
344,2008,3143000.0
344,2009,3181000.0
344,2010,3603000.0
344,2011,3019000.0
344,2012,2163000.0
344,2013,2009000.0
344,2014,2053000.0
344,2015,2033000.0
376,2004,470447.66235
376,2005,457440.36865
376,2006,512037.47559
376,2007,496678.49731
376,2008,552619.62891
376,2014,728700.01221
376,2015,803799.98779
398,2005,8500.0
398,2006,13399.99962
398,2007,22299.99924
398,2008,101300.00305
398,2009,151199.99695
398,2010,71099.99847
398,2011,64300.00305
398,2012,136500.0
398,2013,16000.0
398,2014,383000.0
398,2015,372500.0
398,2016,346100.0061
398,2017,442700.01221
398,2018,427100.0061
398,2019,408700.01221
414,2004,6999.00007
414,2005,314000.0
414,2006,1075000.0
414,2007,2648000.0
414,2008,2668000.0
414,2009,2286000.0
414,2010,2504000.0
414,2011,2260000.0
414,2012,2569000.0
414,2013,2030000.0
414,2014,992000.0
414,2015,1779000.0
414,2016,1518000.0
414,2017,1342000.0
422,2001,48000.0
422,2004,111000.0
422,2009,133000.0
422,2012,155000.0
442,2000,62000.0
442,2001,66000.0
442,2002,66000.0
442,2003,71000.0
442,2004,72000.0
442,2005,80000.0
442,2006,84000.0
442,2007,86000.0
442,2008,89000.0
442,2009,89000.0
442,2010,93000.0
442,2011,98000.0
442,2012,96000.0
442,2013,95000.0
442,2014,99000.0
442,2015,101000.0
442,2016,103000.0
446,2000,40.0
446,2001,60.0
446,2002,60.0
446,2003,60.0
446,2004,60.0
446,2005,50.0
446,2006,90.0
446,2007,120.0
446,2008,340.0
446,2009,300.00001
446,2010,340.0
446,2011,540.00002
446,2012,920.00002
446,2013,1330.00004
446,2014,3990.00001
446,2015,3920.00008
446,2016,4210.99997
446,2017,3743.70003
458,2000,318861.93848
458,2001,336325.25635
458,2002,354744.99512
458,2003,374173.55347
458,2004,394666.16821
458,2005,416281.09741
458,2006,439079.83398
458,2007,463127.19727
458,2008,488491.60767
458,2009,515245.11719
458,2010,543463.86719
458,2011,573228.14941
458,2012,1323239.99023
458,2013,1580589.96582
458,2014,1649074.46289
458,2015,2048168.21289
458,2016,2369781.00586
458,2017,2865071.04492
458,2018,3362327.88086
458,2019,3880732.17773
474,2004,2069.99993
474,2005,2707.00002
474,2006,3342.99994
474,2007,3743.99996
474,2008,4144.99998
474,2009,4278.99981
474,2010,4413.00011
474,2011,5254.00019
474,2012,6093.99986
474,2013,7818.99977
474,2014,9543.00022
480,2007,8800.00019
480,2008,9000.0
480,2009,12000.0
504,2000,130000.0
504,2010,500000.0
504,2011,500000.0
504,2014,566796.02051
504,2015,581711.48682
524,2012,256.356
531,2010,18468.00041
531,2011,14727.99969
531,2012,29797.00089
531,2013,11729.00009
531,2014,53110.00061
531,2015,80357.00226
531,2016,21136.99913
531,2017,14192.99984
562,2000,274750.0
562,2001,338750.0
562,2002,348250.0
562,2003,345000.0
562,2004,361250.0
562,2005,390000.0
584,2007,8000.0
604,2017,45000.0
604,2018,50170.5246
604,2019,54639.99939
634,2010,13741.00018
634,2011,9928.00045
634,2012,6631.99997
634,2013,16450.00076
634,2014,17513.99994
634,2015,69748.0011
634,2016,53383.99887
634,2017,42099.99847
634,2018,77599.99847
634,2019,18299.99924
638,2004,21045.00008
638,2005,30072.99995
638,2006,39099.99847
638,2007,41012.00104
638,2008,42923.00034
638,2009,66507.00378
638,2010,90089.99634
638,2011,87363.99841
638,2012,84638.00049
638,2013,86682.99866
638,2014,88726.99738
670,2002,5699.99981
686,2015,488583.70972
688,2013,25000.0
688,2014,15000.0
688,2015,14000.0
702,2000,1857300.04883
702,2001,2233199.95117
702,2002,2183399.90234
702,2003,2223199.95117
702,2004,2307100.09766
702,2005,2469399.90234
702,2006,2656899.90234
702,2007,2980100.09766
702,2008,3296100.09766
702,2009,3446199.95117
702,2010,3707000.0
702,2011,3999800.04883
702,2012,4289799.80469
702,2013,4825700.19531
702,2014,4471299.80469
702,2015,4649700.19531
702,2016,4769000.0
702,2017,4724000.0
702,2018,4726000.0
702,2019,4247000.0
710,2005,260566.00952
710,2006,520843.62793
716,2016,41139.17923
716,2017,41939.55994
740,2017,4811.9998
740,2018,3802.99997
740,2019,3224.99991
760,2003,85000.0
764,2014,5020000.0
764,2015,4780000.0
764,2016,5161000.0
764,2017,6156000.0
768,2011,2000.0
768,2012,4000.0
784,2009,565000.0
784,2011,738902.40479
784,2012,686857.66602
784,2013,507144.71436
784,2014,395656.31104
