entity,year,value
4,2011,36.2237
4,2015,55.41822
12,2013,47.1646
50,2006,28.20969
50,2011,33.56162
50,2014,49.16281
64,2010,73.60208
68,2000,26.31
68,2001,25.67
68,2002,19.83
68,2004,58.14
68,2005,28.88
68,2009,69.52
68,2011,44.81
68,2012,52.34
68,2013,63.83
68,2014,34.13
68,2015,51.01
68,2016,66.07
68,2017,44.9
68,2018,64.51
76,2001,35.3
76,2002,34.0
76,2003,37.68
76,2004,38.27
76,2005,46.24
76,2006,45.98
76,2007,47.73
76,2008,57.98
76,2009,57.77
76,2011,52.36
76,2012,62.44
76,2013,63.94
76,2014,60.94
76,2015,62.69
76,2016,63.26
76,2017,57.44
76,2018,63.33
84,2016,79.38053
104,2016,27.44795
108,2000,3.7037
108,2010,9.56499
108,2017,22.36513
116,2005,29.53885
116,2010,34.28786
116,2014,45.95214
120,2006,29.40982
144,2006,40.53179
152,2000,50.9
152,2003,64.31
152,2006,74.72
152,2009,87.48
152,2011,75.93
152,2013,82.86
152,2015,84.18
152,2017,79.02
170,2002,40.56
170,2003,35.26
170,2004,34.61
170,2008,33.36
170,2009,41.86
170,2011,38.55
170,2012,40.76
170,2013,46.33
170,2014,53.47
170,2016,51.1
170,2017,52.88
170,2018,59.58
174,2012,33.48782
188,2000,31.08
188,2001,34.26
188,2002,27.74
188,2003,31.33
188,2004,38.16
188,2005,37.08
188,2006,41.93
188,2007,44.43
188,2008,44.91
188,2009,44.59
188,2010,47.52
188,2011,75.40388
188,2012,59.22
188,2013,50.91
188,2014,58.98
188,2015,54.11
188,2016,54.43
188,2017,71.06
188,2018,64.65
204,2006,17.67101
204,2011,71.00639
204,2018,22.31998
214,2000,38.84
214,2001,27.03
214,2002,28.51
214,2003,47.92
214,2004,37.36
214,2005,31.78
214,2006,38.3
214,2007,54.54349
214,2008,37.9
214,2009,36.7
214,2010,39.96
214,2011,34.8
214,2012,43.65
214,2014,81.78239
214,2015,56.89
214,2016,57.51
214,2017,65.9
214,2018,43.26
218,2001,25.24
218,2003,31.84
218,2005,33.86
218,2006,37.92
218,2007,42.06
218,2008,38.25
218,2009,40.56
218,2010,49.38
218,2011,48.84
218,2012,61.54
218,2013,54.54
218,2014,64.64
218,2015,59.45
218,2016,71.47
218,2017,66.46
218,2018,69.94
222,2000,27.47
222,2001,32.38
222,2002,34.6
222,2003,27.77
222,2004,39.51
222,2005,36.21
222,2006,45.03
222,2009,42.6
222,2010,40.31
222,2012,51.99
222,2013,54.05
222,2014,56.93
222,2015,56.54
222,2016,55.99
222,2017,57.15
222,2018,59.03
231,2005,9.87752
231,2011,45.082
