entity,year,value
8,2019,13.89042
12,2018,15.54998
20,2017,52.79506
31,2014,7.15942
31,2015,7.30322
31,2016,7.25253
31,2017,8.14213
31,2018,8.04247
31,2019,8.41466
40,2014,37.54446
40,2015,51.7209
40,2016,54.89127
40,2017,56.86752
40,2019,59.41362
48,2015,40.99999
48,2016,51.99998
48,2017,49.69227
48,2018,59.65886
48,2019,54.0
56,2015,39.58741
56,2016,42.93979
56,2017,42.6643
56,2019,19.03871
70,2017,22.29269
76,2014,18.45829
76,2015,19.58812
76,2016,18.49513
76,2017,16.57949
76,2018,14.72064
76,2019,14.20173
96,2016,57.0
96,2018,42.60104
96,2019,42.60104
112,2018,24.46847
112,2019,23.2847
116,2017,0.64066
116,2018,0.65353
116,2019,3.25493
132,2019,4.59235
152,2017,25.49003
170,2017,19.94807
170,2018,17.46581
170,2019,15.44251
191,2015,48.58159
191,2016,51.31147
191,2017,41.72839
191,2019,53.82834
192,2017,0.14449
192,2018,9.05547
192,2019,10.28493
196,2015,32.99856
196,2016,47.50475
196,2017,44.51261
196,2019,43.87906
203,2015,26.15415
208,2015,71.45661
208,2016,72.68384
208,2017,61.38454
208,2019,64.54957
214,2015,12.56631
218,2018,18.90701
218,2019,15.2721
233,2014,32.12531
233,2015,46.68256
233,2016,44.7527
233,2017,50.90434
246,2015,57.16811
246,2016,58.00503
246,2017,59.84431
246,2019,63.10363
262,2017,13.03108
268,2016,17.82076
268,2017,10.74482
268,2018,10.56386
268,2019,14.32723
275,2018,7.40881
275,2019,4.67175
276,2015,60.2977
276,2016,57.99889
276,2017,56.88557
276,2019,62.68358
300,2015,19.7564
300,2016,22.0575
300,2017,23.06308
300,2019,24.64298
344,2018,29.98006
344,2019,39.40921
348,2015,32.26705
348,2016,35.46335
348,2017,35.90824
348,2019,36.44505
352,2017,70.07553
360,2015,9.95004
360,2016,21.84325
360,2017,25.51943
364,2015,11.63472
364,2017,8.70205
368,2014,23.0
368,2017,23.72539
368,2018,23.0
372,2015,36.33423
372,2017,52.70002
372,2018,57.79999
380,2015,32.785
380,2016,34.9175
384,2015,8.29537
384,2016,8.43613
384,2017,8.56998
384,2018,7.44264
384,2019,6.52793
388,2015,7.79497
388,2016,7.06092
388,2017,5.88182
392,2018,49.44451
392,2019,55.7123
398,2015,10.60026
398,2016,11.66897
398,2017,15.55207
398,2018,16.96101
398,2019,17.53738
410,2015,48.73657
410,2016,56.18882
410,2017,51.00982
410,2018,51.03273
410,2019,61.28659
412,2017,23.93798
414,2018,66.0365
414,2019,66.0365
428,2015,27.38721
428,2017,49.1864
428,2019,45.00633
440,2015,29.46734
440,2016,32.8037
440,2017,36.6695
440,2018,37.59403
440,2019,44.53786
442,2015,69.75712
442,2017,71.31184
446,2018,42.10359
446,2019,44.98205
458,2015,28.13993
458,2017,33.67055
458,2018,34.69232
458,2019,37.07755
470,2015,43.63044
470,2016,46.88707
470,2017,50.1734
470,2019,53.87641
484,2016,16.74286
484,2017,20.20373
484,2018,20.80462
484,2019,18.40576
496,2018,10.58998
499,2015,22.48468
499,2016,28.66244
499,2017,37.66047
499,2018,39.48999
499,2019,41.06751
504,2014,19.85665
504,2015,22.6
504,2016,31.5858
504,2017,34.753
504,2018,34.91392
504,2019,35.75168
512,2019,66.9124
528,2015,63.44828
528,2016,67.12329
528,2017,68.02721
528,2018,66.21622
528,2019,70.4698
531,2017,18.0956
562,2017,3.65269
578,2015,71.26309
578,2016,66.67671
578,2017,74.30362
578,2019,80.99999
586,2016,3.44181
586,2019,2.59541
604,2018,12.32964
604,2019,12.8006
608,2019,2.96785
616,2015,26.8396
616,2016,32.58786
616,2018,33.94278
616,2019,38.89235
620,2015,31.39785
620,2016,31.89232
620,2017,36.73643
620,2019,40.86026
634,2015,37.30074
634,2016,37.32421
634,2017,37.29883
634,2018,37.27364
634,2019,37.12331
642,2015,17.12916
642,2016,18.67805
642,2017,20.83133
642,2019,33.57932
643,2014,3.0019
643,2015,3.35892
643,2016,2.84792
643,2017,3.65233
643,2018,2.91259
643,2019,6.18562
682,2017,50.0
682,2018,51.1
682,2019,49.00874
688,2015,19.03414
702,2014,23.30912
702,2015,34.06234
702,2016,42.67507
702,2017,42.67507
702,2018,54.86318
702,2019,53.15575
703,2015,23.118
703,2016,27.16436
703,2017,30.04987
703,2019,32.5752
705,2015,30.15697
705,2016,32.44978
705,2019,31.24246
716,2014,1.80483
724,2015,45.45859
724,2016,51.88713
724,2017,52.97146
724,2019,58.44636
729,2016,2.3622
752,2015,67.9869
752,2016,65.14964
756,2014,47.87987
756,2017,62.18571
756,2019,65.02668
764,2014,7.44984
764,2018,4.55807
764,2019,5.33447
768,2017,2.35898
784,2016,32.90001
784,2017,34.54499
784,2019,55.968
788,2017,15.0497
788,2018,15.2997
788,2019,16.58737
807,2015,24.53511
807,2016,17.58192
818,2014,0.64183
818,2015,1.34899
818,2016,24.64348
818,2018,38.49556
818,2019,51.51267
826,2015,57.9959
826,2016,61.3198
826,2017,58.86211
826,2019,65.66411
860,2017,4.5
860,2018,4.6
