entity,year,value
4,2011,20.20622
4,2015,49.54367
8,2009,73.31567
8,2017,87.37533
12,2013,49.17258
24,2015,29.71786
31,2006,97.08363
32,2000,69.62
32,2001,70.43
32,2002,67.61
32,2003,74.4
32,2004,79.56
32,2005,80.12
32,2006,78.43
32,2007,69.0
32,2008,66.43
32,2009,73.68
32,2011,74.92
32,2012,80.67
32,2013,80.37
32,2014,77.71
32,2016,72.6
32,2017,76.5
32,2018,81.9
50,2006,28.83966
50,2011,33.40325
50,2014,53.64276
51,2006,75.95876
51,2011,99.79018
51,2016,93.59105
64,2010,48.03476
68,2000,89.44
68,2001,86.36
68,2002,85.92
68,2003,86.92391
68,2004,87.65
68,2005,90.79
68,2006,89.21
68,2007,91.32
68,2008,88.13882
68,2009,88.6
68,2011,91.75
68,2012,92.42
68,2013,92.39
68,2014,92.35
68,2015,92.14
68,2016,92.57
68,2017,93.38
68,2018,95.23
76,2001,70.96
76,2002,74.73
76,2003,76.16
76,2004,81.25
76,2005,80.74
76,2006,82.91
76,2007,82.82
76,2008,82.54
76,2009,84.44
76,2011,84.8
76,2012,85.47
76,2013,85.33
76,2014,88.93
76,2015,87.15
76,2016,86.02
76,2017,87.24
76,2018,88.97
84,2016,66.05907
104,2016,53.049
112,2012,100.0
116,2005,19.09812
116,2010,16.92386
116,2014,32.54217
120,2004,19.94974
120,2006,25.9162
120,2011,29.44308
120,2014,43.82198
140,2006,12.66974
140,2010,8.51448
144,2006,79.07468
152,2000,94.79
152,2003,96.79
152,2006,96.34
152,2009,95.12
152,2011,89.21
152,2013,95.71
152,2015,94.91
152,2017,97.03
170,2002,64.25
170,2003,67.47
170,2004,68.78
170,2005,57.58913
170,2008,78.23
170,2009,77.5
170,2010,69.06747
170,2011,79.67
170,2012,79.8
170,2013,77.82
170,2014,79.67
170,2015,74.30748
170,2016,79.05
170,2017,78.94
170,2018,83.11
174,2012,58.00539
178,2005,23.42136
178,2012,33.9735
178,2015,51.01879
180,2007,68.43527
180,2010,25.3474
180,2013,69.15567
188,2000,46.34
188,2001,38.82
188,2002,54.29
188,2003,52.98
188,2004,55.03
188,2005,51.75
188,2006,45.8
188,2007,48.48
188,2008,57.24
188,2009,65.9
188,2010,57.07
188,2011,62.69135
188,2012,61.49
188,2013,55.08
188,2014,66.66
188,2015,65.0
188,2016,66.65
188,2017,60.9
188,2018,76.73
204,2006,25.42948
204,2011,26.99868
204,2014,29.92964
204,2018,21.29214
214,2000,70.27
214,2001,69.88
214,2002,76.8
214,2003,71.56
214,2004,76.41
214,2005,70.03
214,2006,74.64
214,2007,62.43888
214,2008,75.06
214,2009,83.83
214,2010,76.0
214,2011,73.59
214,2012,81.33
214,2013,77.41935
214,2014,81.61581
214,2015,85.33
214,2016,90.75
214,2017,87.84
214,2018,85.95
218,2001,59.84
218,2003,74.01
218,2005,71.47
218,2006,75.37
218,2007,84.0
218,2008,85.53
218,2009,79.4
218,2010,83.99
218,2011,85.22
218,2012,81.75
218,2013,87.19
218,2014,87.85
218,2015,93.61
218,2016,93.88
218,2017,93.44
218,2018,94.81
222,2000,66.42
222,2001,69.76
222,2002,79.04
222,2003,63.61
222,2004,69.92
222,2005,73.76
222,2006,78.24
222,2009,73.35
222,2010,71.91
222,2012,84.04
222,2013,83.33
222,2014,75.96
222,2015,77.68
222,2016,80.37
222,2017,79.52
222,2018,81.98
266,2012,33.97989
270,2006,45.93599
270,2010,54.26462
270,2013,51.08221
275,2014,74.55807
288,2009,41.80933
288,2015,39.47905
320,2000,53.95
320,2006,47.33
320,2014,62.87
320,2015,44.1235
324,2016,44.33471
328,2009,87.14941
328,2014,82.2273
332,2005,21.58657
332,2012,24.14828
332,2017,26.32466
340,2001,28.4
340,2004,41.9
340,2005,43.09
340,2009,51.87
340,2010,59.73
340,2011,38.90362
340,2012,62.56
340,2013,53.42
340,2014,51.57
340,2015,69.74
340,2016,55.31
340,2018,66.35
356,2006,51.79479
356,2016,74.47314
360,2003,63.79594
360,2008,75.89787
360,2017,84.82204
368,2011,28.40029
384,2006,11.26457
384,2012,36.1795
384,2016,39.62481
388,2011,100.0
398,2006,99.0602
398,2011,99.59899
398,2015,99.70625
400,2007,90.26685
404,2014,70.71972
417,2006,98.55607
418,2012,46.24855
418,2017,59.8609
426,2005,4.12472
426,2014,11.05243
430,2007,2.4745
430,2013,18.26498
454,2016,25.44569
466,2006,13.00481
466,2015,21.86326
478,2007,28.33941
478,2011,20.36069
478,2015,50.52615
484,2000,71.47
484,2002,81.28
484,2004,76.71
484,2006,78.48
484,2008,82.54
484,2010,82.28
484,2012,88.55
484,2014,88.61
484,2016,89.57141
484,2018,88.75
496,2006,89.72722
496,2014,96.56371
498,2005,94.39782
498,2012,91.69051
499,2013,100.0
504,2004,35.64603
508,2003,0.54987
508,2008,10.18918
508,2011,5.19073
516,2007,28.89659
516,2013,57.68569
524,2007,30.84559
524,2011,69.36165
524,2014,79.68967
524,2016,71.2562
558,2001,22.79
558,2005,49.22
558,2009,38.63
558,2014,55.58
566,2003,35.34275
566,2007,53.36457
566,2008,60.69201
566,2011,67.75051
566,2013,68.94976
566,2016,72.34369
586,2007,36.99055
586,2012,38.95032
586,2018,46.1693
591,2000,71.26
591,2001,74.49
591,2002,77.1
591,2003,73.64
591,2004,81.98
591,2005,83.12
591,2006,72.08
591,2007,83.88
591,2008,76.69
591,2009,82.09
591,2011,87.59
591,2013,83.23
591,2014,85.61
591,2015,87.13
591,2016,86.69
591,2017,90.36
591,2018,86.62
600,2001,60.61
600,2003,60.1
600,2004,58.8
600,2005,77.69
600,2006,78.35
600,2007,72.52
600,2008,80.15
600,2009,75.62
600,2010,74.01
600,2011,80.85
600,2012,90.87
600,2013,90.73
600,2014,92.43
600,2015,88.91
600,2016,72.72542
600,2017,84.06
600,2018,82.68
604,2000,72.84
604,2001,76.93
604,2002,82.65
604,2003,82.32
604,2004,85.72
604,2005,88.79
604,2006,89.75
604,2007,90.85
604,2008,90.64
604,2009,87.14
604,2010,88.12
604,2011,91.41
604,2012,89.8
604,2013,91.77
604,2014,88.84
604,2015,92.48
604,2016,92.49
604,2017,93.41
604,2018,95.41
608,2004,59.17026
608,2018,78.78192
624,2014,9.32744
626,2009,33.22361
626,2016,71.01572
678,2009,20.23314
678,2014,35.55048
686,2005,12.22806
686,2011,26.24387
686,2016,27.99926
686,2017,35.25112
688,2014,100.0
694,2008,24.09202
694,2013,44.75615
694,2017,52.99779
704,2011,68.55527
704,2014,79.76877
710,2016,90.1607
728,2010,22.75786
729,2014,41.29225
740,2010,43.40336
748,2010,36.76464
760,2006,36.11738
762,2006,89.55069
762,2012,92.92457
764,2013,83.64207
764,2016,78.78958
768,2006,45.65588
768,2010,27.59184
788,2012,65.75517
792,2004,82.44087
792,2014,95.14641
800,2016,25.60777
804,2007,96.64106
804,2013,100.0
807,2011,100.0
818,2005,63.85826
818,2009,72.52565
818,2014,64.32112
854,2010,7.15114
858,2000,59.29
858,2001,53.35
858,2002,58.86
858,2003,57.86
858,2004,60.13
858,2005,58.85
858,2008,63.59
858,2009,66.42
858,2010,65.14
858,2011,65.81
858,2012,64.56
858,2013,54.19992
858,2014,69.35
858,2015,72.16
858,2016,76.86
858,2017,77.95
858,2018,80.02
860,2006,92.49764
887,2006,39.06573
887,2013,44.61105
894,2001,21.46115
894,2007,32.78249
894,2013,44.83994
